ID,Age,Gender,Department,Work_Mode,Current_Experience,Companies_Count,Education_Years,Total_Experience,Seniority,Monthly_Hours,Job_Satisfaction,Performance_Review,Salary
740,50.0,Male,Marketing,Hybrid,11.0,3.0,14.0,16.0,Senior,181.0,4.0,7.0,23100.0
741,41.0,Female,Sales,Office,29.0,4.0,15.0,41.0,Manager,213.0,2.0,8.0,39300.0
742,28.0,Male,Support,Hybrid,1.0,6.0,14.0,1.0,Junior,183.0,1.0,6.0,6900.0
743,47.0,Female,Sales,Remote,8.0,3.0,15.0,15.0,Manager,185.0,5.0,10.0,42500.0
744,36.0,Female,Finance,Remote,7.0,6.0,16.0,10.0,Mid,176.0,3.0,7.0,18900.0
745,39.0,Male,Marketing,Office,5.0,5.0,16.0,6.0,Mid,172.0,4.0,9.0,16400.0
746,42.0,Male,HR,Hybrid,16.0,0.0,15.0,18.0,Senior,156.0,5.0,8.0,22200.0
747,39.0,Female,R&D,Hybrid,9.0,2.0,18.0,11.0,Mid,157.0,5.0,7.0,20300.0
748,32.0,Male,R&D,Office,4.0,4.0,18.0,5.0,Mid,150.0,5.0,8.0,21400.0
749,47.0,Female,Sales,Office,11.0,6.0,16.0,25.0,Senior,185.0,3.0,7.0,25400.0
750,30.0,Male,Support,Hybrid,1.0,4.0,12.0,2.0,Junior,164.0,2.0,7.0,6700.0
751,41.0,Male,Finance,Hybrid,11.0,,16.0,25.0,Senior,169.0,5.0,9.0,30900.0
752,38.0,Male,Marketing,Office,14.0,3.0,15.0,17.0,Senior,184.0,4.0,8.0,23900.0
753,39.0,Male,HR,Office,3.0,2.0,14.0,7.0,Mid,174.0,2.0,6.0,12500.0
754,63.0,Female,HR,Office,20.0,6.0,16.0,20.0,Manager,186.0,3.0,8.0,31600.0
755,35.0,Male,Legal,Office,3.0,0.0,17.0,13.0,Senior,172.0,4.0,9.0,30800.0
756,24.0,,HR,Hybrid,1.0,0.0,13.0,1.0,Junior,167.0,2.0,7.0,8100.0
757,61.0,Male,R&D,Office,19.0,3.0,17.0,19.0,Manager,176.0,5.0,9.0,50800.0
758,,Male,Marketing,Office,7.0,5.0,13.0,17.0,Senior,173.0,4.0,8.0,22500.0
759,41.0,Male,Legal,Remote,15.0,6.0,17.0,17.0,Senior,179.0,5.0,9.0,30300.0
760,30.0,Male,R&D,Office,1.0,0.0,17.0,11.0,Mid,186.0,2.0,7.0,21500.0
761,38.0,,Sales,Hybrid,6.0,7.0,15.0,10.0,Mid,186.0,3.0,7.0,16000.0
762,55.0,Male,HR,Remote,6.0,0.0,15.0,18.0,Manager,179.0,5.0,7.0,30200.0
763,29.0,Female,Marketing,Hybrid,2.0,2.0,13.0,12.0,Mid,176.0,3.0,6.0,14000.0
764,30.0,Male,HR,Hybrid,5.0,3.0,14.0,12.0,Mid,173.0,3.0,7.0,12100.0
765,39.0,Male,R&D,Hybrid,8.0,3.0,17.0,11.0,Mid,168.0,4.0,8.0,21600.0
766,30.0,Female,R&D,Office,0.0,4.0,18.0,0.0,Junior,192.0,3.0,7.0,13000.0
767,23.0,Female,R&D,Hybrid,0.0,0.0,18.0,0.0,Junior,165.0,4.0,8.0,12700.0
768,48.0,Male,HR,Hybrid,6.0,1.0,15.0,15.0,Senior,181.0,3.0,8.0,20900.0
769,29.0,Male,Marketing,Office,3.0,5.0,15.0,4.0,Junior,171.0,2.0,7.0,9000.0
770,34.0,Female,Marketing,Hybrid,0.0,2.0,17.0,5.0,Mid,171.0,3.0,7.0,14500.0
771,24.0,Female,Sales,Remote,3.0,2.0,13.0,4.0,Junior,155.0,5.0,8.0,10100.0
772,45.0,Male,HR,Office,26.0,7.0,13.0,26.0,Manager,208.0,1.0,6.0,27800.0
773,36.0,Male,Sales,Hybrid,1.0,6.0,15.0,12.0,Senior,195.0,4.0,9.0,28300.0
774,48.0,,Finance,Hybrid,0.0,5.0,16.0,10.0,Senior,187.0,4.0,6.0,28400.0
775,28.0,Male,Sales,Remote,4.0,5.0,12.0,4.0,Junior,187.0,3.0,8.0,10300.0
776,38.0,Female,Sales,Remote,0.0,1.0,15.0,5.0,Mid,179.0,4.0,9.0,17100.0
777,28.0,Male,Sales,Hybrid,7.0,4.0,14.0,12.0,Mid,169.0,3.0,7.0,16700.0
778,34.0,Female,R&D,Office,3.0,1.0,17.0,7.0,Mid,158.0,5.0,9.0,22200.0
779,25.0,Male,Finance,Office,2.0,5.0,15.0,3.0,Junior,184.0,3.0,7.0,10700.0
780,31.0,Male,Legal,Office,5.0,6.0,20.0,,Mid,149.0,,9.0,21400.0
781,38.0,Female,Sales,Hybrid,5.0,5.0,13.0,11.0,Mid,198.0,3.0,7.0,16000.0
782,31.0,,Marketing,,5.0,1.0,,5.0,Mid,167.0,,8.0,14700.0
783,38.0,Male,Sales,Remote,0.0,4.0,15.0,9.0,Mid,176.0,4.0,8.0,17300.0
784,32.0,Male,R&D,Hybrid,8.0,1.0,19.0,10.0,Mid,158.0,5.0,7.0,21300.0
785,40.0,Male,Support,Hybrid,10.0,6.0,15.0,,Mid,177.0,3.0,7.0,12300.0
786,26.0,Male,Legal,Hybrid,1.0,4.0,17.0,2.0,Junior,168.0,2.0,6.0,10300.0
787,32.0,Female,Finance,Office,8.0,7.0,15.0,11.0,Mid,181.0,1.0,6.0,18200.0
788,62.0,Male,Support,Hybrid,6.0,5.0,14.0,27.0,Manager,211.0,2.0,7.0,28100.0
789,56.0,Male,Support,Hybrid,11.0,5.0,13.0,32.0,Manager,210.0,2.0,9.0,30100.0
790,47.0,Male,Finance,Remote,9.0,5.0,18.0,10.0,Senior,183.0,4.0,9.0,32300.0
791,26.0,Female,HR,Office,2.0,7.0,13.0,2.0,Junior,172.0,2.0,7.0,7300.0
792,39.0,Female,Legal,Remote,6.0,0.0,17.0,15.0,Senior,153.0,5.0,9.0,30800.0
793,29.0,Male,Legal,Hybrid,0.0,4.0,17.0,2.0,Junior,166.0,3.0,8.0,12000.0
794,,Male,Marketing,Office,1.0,5.0,15.0,7.0,Mid,165.0,4.0,8.0,15100.0
795,,Female,R&D,Office,5.0,3.0,17.0,10.0,Mid,174.0,3.0,6.0,19900.0
796,33.0,Male,Finance,Office,6.0,6.0,16.0,7.0,Mid,184.0,1.0,6.0,17500.0
797,48.0,Female,Support,Hybrid,0.0,3.0,14.0,11.0,Senior,169.0,5.0,9.0,21400.0
798,37.0,Female,R&D,Office,8.0,1.0,19.0,10.0,Senior,188.0,4.0,8.0,34000.0
799,29.0,Female,R&D,Hybrid,3.0,3.0,16.0,5.0,,183.0,3.0,9.0,22000.0
800,28.0,Male,HR,Remote,6.0,4.0,16.0,11.0,Mid,150.0,5.0,7.0,13200.0
801,32.0,Female,Support,Hybrid,5.0,0.0,13.0,11.0,Mid,173.0,3.0,7.0,12200.0
802,37.0,Female,Sales,Hybrid,2.0,4.0,13.0,5.0,Mid,175.0,3.0,7.0,15800.0
803,33.0,Female,R&D,Office,1.0,2.0,16.0,11.0,Mid,177.0,4.0,6.0,20100.0
804,,Male,Support,Hybrid,0.0,7.0,15.0,4.0,Junior,193.0,2.0,7.0,7800.0
805,34.0,Male,Legal,Office,3.0,1.0,18.0,6.0,Mid,165.0,2.0,6.0,17200.0
806,35.0,Male,R&D,Remote,8.0,5.0,17.0,11.0,Senior,169.0,4.0,7.0,32300.0
807,39.0,Male,HR,Office,10.0,0.0,15.0,11.0,Mid,189.0,1.0,6.0,12400.0
808,50.0,Female,HR,Hybrid,10.0,1.0,15.0,17.0,Senior,168.0,3.0,9.0,
809,46.0,Male,Sales,Hybrid,4.0,2.0,15.0,11.0,Senior,190.0,3.0,6.0,23400.0
810,40.0,Male,HR,Hybrid,12.0,3.0,13.0,15.0,Manager,215.0,1.0,6.0,27600.0
811,36.0,Male,Support,Remote,0.0,2.0,13.0,9.0,Mid,148.0,4.0,8.0,12800.0
812,38.0,Female,Finance,Office,8.0,7.0,16.0,11.0,Mid,172.0,3.0,7.0,18800.0
813,39.0,Female,HR,Office,0.0,3.0,15.0,10.0,Senior,155.0,4.0,6.0,19700.0
814,49.0,Male,Finance,Hybrid,9.0,7.0,15.0,25.0,Senior,194.0,5.0,9.0,32600.0
815,63.0,Male,Sales,Hybrid,8.0,1.0,,33.0,Manager,197.0,4.0,9.0,40000.0
816,43.0,Male,Legal,Hybrid,22.0,1.0,17.0,22.0,Senior,176.0,5.0,8.0,29400.0
817,28.0,Female,,Office,9.0,5.0,15.0,11.0,Mid,186.0,2.0,7.0,14400.0
818,27.0,Female,R&D,Hybrid,0.0,5.0,18.0,2.0,Junior,162.0,2.0,6.0,12600.0
819,43.0,Female,R&D,,15.0,1.0,17.0,15.0,Senior,150.0,5.0,8.0,34400.0
820,26.0,Male,Support,Hybrid,1.0,5.0,14.0,2.0,Junior,178.0,,6.0,7100.0
821,42.0,Female,Sales,Remote,7.0,4.0,14.0,25.0,,175.0,4.0,8.0,26900.0
822,27.0,Male,Sales,Hybrid,3.0,0.0,16.0,3.0,Junior,156.0,3.0,6.0,9100.0
823,47.0,Female,Sales,Office,14.0,4.0,16.0,24.0,Senior,203.0,1.0,7.0,25500.0
824,46.0,Male,R&D,Office,0.0,6.0,16.0,12.0,Senior,176.0,4.0,9.0,35100.0
825,54.0,Female,HR,Hybrid,8.0,6.0,16.0,44.0,Manager,190.0,3.0,7.0,30200.0
826,47.0,Male,R&D,Hybrid,24.0,2.0,20.0,24.0,Manager,189.0,4.0,8.0,51700.0
827,41.0,Female,R&D,Hybrid,12.0,7.0,17.0,21.0,Senior,178.0,5.0,8.0,35000.0
828,40.0,Female,R&D,Hybrid,3.0,7.0,20.0,5.0,Mid,169.0,4.0,7.0,21300.0
829,30.0,Male,Legal,Remote,0.0,6.0,17.0,0.0,Junior,160.0,3.0,6.0,10700.0
830,28.0,Male,Legal,Hybrid,5.0,0.0,18.0,12.0,Mid,171.0,3.0,7.0,18900.0
831,43.0,Female,HR,Hybrid,16.0,1.0,14.0,21.0,Senior,160.0,4.0,8.0,
832,30.0,Male,Marketing,Office,2.0,1.0,14.0,2.0,Junior,165.0,1.0,7.0,9400.0
833,38.0,Male,Support,Hybrid,3.0,1.0,15.0,7.0,Mid,167.0,3.0,7.0,12400.0
834,38.0,Male,Marketing,Remote,12.0,3.0,15.0,17.0,Senior,150.0,5.0,10.0,26200.0
835,47.0,Female,Marketing,Office,10.0,2.0,12.0,16.0,Senior,173.0,3.0,9.0,23600.0
836,45.0,Male,R&D,Remote,10.0,4.0,17.0,21.0,Senior,165.0,5.0,8.0,34100.0
837,33.0,Male,Marketing,Remote,5.0,5.0,18.0,5.0,Mid,180.0,5.0,9.0,16200.0
838,58.0,Male,R&D,Hybrid,23.0,2.0,16.0,23.0,Manager,185.0,4.0,7.0,45900.0
839,34.0,Male,R&D,Office,8.0,6.0,16.0,11.0,Mid,180.0,5.0,8.0,21500.0
840,36.0,Female,Support,Office,8.0,3.0,13.0,12.0,Mid,187.0,2.0,7.0,11800.0
841,33.0,Female,Sales,Office,5.0,3.0,16.0,5.0,Mid,196.0,2.0,7.0,15200.0
842,35.0,Female,R&D,Office,6.0,7.0,16.0,,Mid,164.0,5.0,8.0,22700.0
843,33.0,Male,Legal,,4.0,7.0,17.0,10.0,Mid,166.0,3.0,7.0,17400.0
844,49.0,Female,Marketing,Office,7.0,2.0,15.0,24.0,Senior,188.0,2.0,7.0,22800.0
845,44.0,Male,Support,Hybrid,17.0,3.0,13.0,23.0,Senior,167.0,3.0,7.0,18300.0
846,27.0,Male,Finance,Office,0.0,5.0,15.0,0.0,Junior,184.0,3.0,9.0,12100.0
847,33.0,Female,Finance,Office,2.0,,18.0,6.0,Mid,179.0,3.0,7.0,19000.0
848,60.0,Female,Finance,Hybrid,33.0,7.0,17.0,33.0,Manager,219.0,2.0,6.0,41000.0
849,32.0,,Marketing,Remote,6.0,1.0,18.0,7.0,Mid,130.0,,7.0,15200.0
850,47.0,Female,Sales,Hybrid,20.0,4.0,15.0,22.0,Senior,175.0,,7.0,24800.0
851,35.0,Male,HR,Hybrid,24.0,7.0,12.0,24.0,Senior,158.0,5.0,7.0,19800.0
852,39.0,Male,Sales,Hybrid,2.0,3.0,13.0,23.0,Senior,204.0,2.0,6.0,23700.0
853,24.0,Female,Support,Hybrid,2.0,4.0,13.0,3.0,Junior,172.0,3.0,7.0,7300.0
854,23.0,Male,Sales,Remote,2.0,1.0,17.0,2.0,Junior,172.0,,8.0,10800.0
855,35.0,Male,Finance,Office,11.0,5.0,19.0,12.0,Senior,182.0,3.0,7.0,31300.0
856,44.0,Female,Sales,Remote,5.0,2.0,16.0,13.0,Senior,158.0,5.0,9.0,27400.0
857,39.0,Female,Support,Office,6.0,6.0,13.0,11.0,Senior,186.0,1.0,7.0,19400.0
858,50.0,Male,Support,Remote,5.0,7.0,14.0,18.0,Senior,155.0,5.0,9.0,21500.0
859,43.0,Female,Finance,Office,6.0,5.0,16.0,15.0,Senior,192.0,3.0,7.0,29900.0
860,36.0,Female,Legal,Remote,15.0,1.0,19.0,23.0,Senior,152.0,5.0,9.0,31900.0
861,27.0,Female,Marketing,Remote,2.0,7.0,15.0,2.0,Junior,159.0,5.0,8.0,10100.0
862,49.0,Male,R&D,Office,23.0,4.0,16.0,25.0,Senior,158.0,4.0,8.0,34100.0
863,22.0,Male,HR,Remote,0.0,0.0,12.0,3.0,Junior,157.0,4.0,8.0,7500.0
864,22.0,Male,HR,Office,0.0,2.0,16.0,4.0,Junior,182.0,2.0,6.0,7500.0
865,32.0,Male,Finance,Office,7.0,3.0,16.0,7.0,Mid,186.0,2.0,7.0,19000.0
866,42.0,Male,Legal,Hybrid,21.0,0.0,18.0,21.0,Manager,199.0,,9.0,45500.0
867,47.0,Male,HR,Remote,6.0,7.0,18.0,15.0,Senior,160.0,5.0,7.0,21900.0
868,43.0,Male,Sales,Hybrid,35.0,1.0,15.0,35.0,Manager,229.0,2.0,6.0,35000.0
869,37.0,Female,Support,Hybrid,7.0,4.0,13.0,10.0,Mid,160.0,3.0,8.0,12100.0
870,48.0,Male,Legal,Hybrid,12.0,4.0,17.0,12.0,Senior,168.0,4.0,9.0,31200.0
871,22.0,Female,,Remote,1.0,4.0,12.0,3.0,Junior,162.0,4.0,8.0,7300.0
872,38.0,Female,Finance,Hybrid,1.0,1.0,15.0,17.0,Senior,173.0,4.0,9.0,30600.0
873,34.0,Male,Support,Office,4.0,2.0,12.0,5.0,Mid,171.0,3.0,9.0,12900.0
874,41.0,Female,R&D,Office,16.0,3.0,16.0,36.0,Manager,195.0,3.0,7.0,46100.0
875,27.0,Female,Support,Office,2.0,0.0,12.0,3.0,Junior,171.0,2.0,6.0,-46400.0
876,42.0,Male,Support,Hybrid,24.0,1.0,13.0,24.0,Senior,171.0,4.0,9.0,20100.0
877,24.0,Female,Legal,Office,2.0,4.0,17.0,4.0,Junior,161.0,3.0,8.0,11600.0
878,39.0,Male,Sales,,2.0,3.0,17.0,7.0,Mid,165.0,3.0,6.0,16900.0
879,33.0,Female,Marketing,Remote,0.0,7.0,17.0,7.0,Mid,162.0,5.0,10.0,16500.0
880,31.0,Male,HR,Office,10.0,4.0,15.0,11.0,Mid,159.0,5.0,8.0,13700.0
881,39.0,Female,Sales,Hybrid,7.0,1.0,16.0,9.0,Mid,183.0,3.0,8.0,17300.0
882,40.0,Male,Sales,Office,3.0,4.0,16.0,10.0,Mid,176.0,3.0,7.0,16400.0
883,33.0,Female,Sales,Office,2.0,,16.0,5.0,Mid,167.0,4.0,8.0,17100.0
884,28.0,Male,HR,Office,0.0,6.0,15.0,0.0,Junior,174.0,3.0,6.0,7600.0
885,46.0,Female,Finance,Hybrid,21.0,4.0,16.0,21.0,Senior,193.0,3.0,9.0,31900.0
886,36.0,Female,Sales,Remote,63.0,1.0,17.0,14.0,Senior,188.0,5.0,7.0,27000.0
887,65.0,Male,Marketing,Office,11.0,4.0,15.0,37.0,Manager,189.0,3.0,7.0,33500.0
888,24.0,Female,Finance,Office,3.0,3.0,16.0,3.0,Junior,185.0,2.0,8.0,11600.0
889,27.0,Male,Support,Hybrid,0.0,3.0,14.0,0.0,Junior,174.0,,8.0,8100.0
890,22.0,Female,Marketing,Hybrid,0.0,4.0,17.0,3.0,Junior,182.0,3.0,7.0,8900.0
891,31.0,Male,Legal,Hybrid,0.0,4.0,,10.0,Mid,148.0,5.0,10.0,20300.0
892,27.0,Female,Finance,Remote,0.0,1.0,16.0,0.0,Junior,157.0,5.0,10.0,12800.0
893,22.0,Female,Support,Hybrid,0.0,1.0,13.0,1.0,Junior,186.0,2.0,7.0,7700.0
894,37.0,Male,Support,Hybrid,3.0,7.0,15.0,10.0,Senior,149.0,5.0,8.0,19800.0
895,34.0,Male,Sales,Remote,8.0,1.0,16.0,,Mid,186.0,3.0,9.0,17800.0
896,39.0,Male,Sales,Hybrid,7.0,7.0,15.0,7.0,Mid,,2.0,7.0,15800.0
897,38.0,Female,HR,Office,12.0,2.0,15.0,15.0,Senior,179.0,3.0,7.0,20900.0
898,29.0,Male,R&D,Office,11.0,4.0,16.0,11.0,Mid,157.0,5.0,6.0,18700.0
899,39.0,Male,Marketing,Office,9.0,5.0,15.0,12.0,Mid,159.0,4.0,7.0,14900.0
900,35.0,Female,HR,Office,0.0,7.0,16.0,7.0,Mid,,4.0,7.0,12700.0
901,29.0,Male,HR,Office,5.0,7.0,15.0,6.0,Mid,191.0,2.0,7.0,13500.0
902,41.0,Female,Marketing,Office,11.0,4.0,15.0,14.0,Senior,190.0,4.0,8.0,24300.0
903,46.0,Male,Finance,Remote,9.0,4.0,16.0,20.0,Senior,178.0,5.0,8.0,31200.0
904,35.0,Male,Legal,Remote,3.0,4.0,19.0,15.0,Senior,140.0,5.0,9.0,32300.0
905,32.0,Female,Marketing,Hybrid,4.0,1.0,15.0,9.0,Mid,171.0,3.0,6.0,13500.0
906,51.0,Male,Support,Remote,28.0,6.0,13.0,43.0,Manager,182.0,5.0,7.0,27500.0
907,52.0,Male,Legal,Office,25.0,6.0,17.0,28.0,Manager,,3.0,7.0,41800.0
908,35.0,Female,R&D,Remote,3.0,6.0,17.0,6.0,,140.0,5.0,8.0,21000.0
909,30.0,Male,Finance,Hybrid,1.0,6.0,17.0,1.0,Junior,187.0,3.0,8.0,11500.0
910,45.0,Female,Sales,Office,32.0,7.0,18.0,45.0,Manager,191.0,3.0,,38500.0
911,47.0,Female,R&D,Office,9.0,1.0,16.0,23.0,Senior,139.0,4.0,,33400.0
912,36.0,Male,R&D,Office,7.0,2.0,18.0,7.0,Mid,172.0,,8.0,22300.0
913,35.0,Male,Sales,Office,4.0,6.0,15.0,11.0,Mid,208.0,1.0,6.0,15100.0
914,31.0,Female,R&D,Office,0.0,1.0,17.0,8.0,Mid,159.0,4.0,6.0,19800.0
915,45.0,Male,Finance,Office,21.0,5.0,19.0,21.0,Senior,179.0,4.0,7.0,31200.0
916,29.0,Male,Finance,Office,4.0,4.0,16.0,9.0,Mid,195.0,2.0,6.0,16700.0
917,42.0,Female,Finance,Office,20.0,4.0,15.0,23.0,Senior,198.0,3.0,6.0,26300.0
918,39.0,Male,HR,Remote,22.0,6.0,17.0,22.0,Senior,161.0,5.0,7.0,21200.0
919,30.0,Female,HR,Office,5.0,7.0,13.0,11.0,Mid,161.0,3.0,8.0,13400.0
920,26.0,Male,Finance,Office,1.0,0.0,17.0,2.0,Junior,,2.0,7.0,11200.0
921,38.0,Male,Sales,Hybrid,11.0,,15.0,12.0,Senior,170.0,4.0,9.0,26900.0
922,25.0,Male,Sales,Remote,4.0,0.0,14.0,4.0,Junior,168.0,4.0,6.0,9900.0
923,36.0,Female,Marketing,Office,16.0,4.0,14.0,16.0,,177.0,4.0,9.0,24800.0
924,39.0,Female,Marketing,Remote,8.0,1.0,14.0,11.0,Mid,141.0,5.0,8.0,15100.0
925,37.0,Female,Finance,Office,8.0,6.0,17.0,15.0,Senior,189.0,3.0,9.0,32300.0
926,34.0,Male,Legal,Office,8.0,,17.0,9.0,Mid,183.0,1.0,6.0,17200.0
927,32.0,Male,R&D,Office,9.0,0.0,18.0,9.0,Mid,190.0,2.0,8.0,21600.0
928,47.0,Male,R&D,Hybrid,22.0,6.0,16.0,44.0,Manager,190.0,4.0,10.0,53600.0
929,35.0,Male,Sales,Office,24.0,0.0,16.0,24.0,Senior,179.0,4.0,8.0,28300.0
930,29.0,Female,Legal,Hybrid,2.0,3.0,20.0,3.0,Junior,178.0,3.0,9.0,12200.0
931,,Female,R&D,Office,33.0,6.0,17.0,33.0,Manager,187.0,4.0,8.0,49700.0
932,32.0,Male,Support,Hybrid,6.0,3.0,16.0,7.0,Mid,166.0,4.0,9.0,14300.0
933,30.0,Female,HR,Office,0.0,1.0,15.0,0.0,Junior,173.0,2.0,6.0,7300.0
934,46.0,Male,,Hybrid,14.0,7.0,16.0,15.0,Senior,,4.0,8.0,33000.0
935,35.0,Female,R&D,Hybrid,10.0,1.0,16.0,10.0,Mid,147.0,5.0,9.0,21400.0
936,47.0,Male,Marketing,Hybrid,8.0,6.0,15.0,13.0,Senior,156.0,5.0,8.0,23700.0
937,49.0,Male,Support,Office,15.0,1.0,12.0,15.0,Senior,148.0,5.0,7.0,18200.0
938,23.0,Male,R&D,Remote,1.0,1.0,19.0,1.0,Junior,139.0,5.0,7.0,12700.0
939,41.0,Male,HR,Hybrid,28.0,1.0,16.0,28.0,Manager,181.0,,,32700.0
940,,Female,R&D,Office,2.0,1.0,17.0,,,167.0,3.0,7.0,12800.0
941,40.0,Male,Sales,Remote,1.0,7.0,16.0,8.0,Mid,173.0,5.0,10.0,19200.0
942,30.0,Male,Support,Hybrid,0.0,5.0,12.0,1.0,Junior,144.0,3.0,6.0,6700.0
943,46.0,Female,R&D,Hybrid,13.0,1.0,16.0,14.0,Senior,158.0,5.0,8.0,32600.0
944,26.0,Female,Legal,Office,0.0,0.0,18.0,3.0,Junior,151.0,4.0,7.0,11300.0
945,35.0,Female,Support,Hybrid,6.0,0.0,13.0,7.0,Mid,167.0,2.0,6.0,11500.0
946,27.0,Male,R&D,Office,2.0,0.0,17.0,2.0,Junior,162.0,3.0,7.0,12100.0
947,30.0,Female,HR,Hybrid,2.0,5.0,13.0,5.0,Mid,185.0,3.0,,12500.0
948,25.0,Female,HR,Hybrid,1.0,4.0,16.0,2.0,Junior,168.0,2.0,6.0,7500.0
949,31.0,Male,Support,Hybrid,7.0,7.0,15.0,7.0,Mid,162.0,3.0,7.0,12600.0
950,39.0,Male,Finance,Office,10.0,6.0,16.0,11.0,Senior,181.0,3.0,9.0,32300.0
951,24.0,Male,Marketing,Remote,3.0,6.0,15.0,3.0,Junior,152.0,4.0,7.0,8200.0
952,39.0,Male,Marketing,Office,2.0,2.0,14.0,12.0,Mid,186.0,2.0,8.0,16100.0
953,36.0,Male,Sales,Hybrid,7.0,4.0,,8.0,Mid,180.0,3.0,7.0,15700.0
954,36.0,Male,Finance,Hybrid,6.0,1.0,16.0,12.0,Mid,190.0,,8.0,20000.0
955,37.0,Female,Marketing,Hybrid,0.0,2.0,14.0,23.0,Senior,179.0,4.0,9.0,24800.0
956,64.0,Female,Support,Office,28.0,7.0,14.0,28.0,Manager,187.0,3.0,7.0,27500.0
957,44.0,Female,Marketing,Office,23.0,0.0,13.0,25.0,Manager,173.0,3.0,6.0,31200.0
958,59.0,Female,Sales,Office,35.0,0.0,15.0,35.0,Manager,204.0,1.0,6.0,35700.0
959,24.0,Male,R&D,Hybrid,2.0,3.0,17.0,3.0,Junior,177.0,3.0,7.0,11900.0
960,40.0,Female,Marketing,Office,5.0,1.0,13.0,5.0,Mid,149.0,4.0,6.0,13200.0
961,65.0,Female,Support,Hybrid,8.0,1.0,16.0,39.0,Manager,198.0,4.0,8.0,30300.0
962,28.0,Male,Support,Hybrid,1.0,7.0,15.0,2.0,Junior,180.0,1.0,6.0,7700.0
963,29.0,Female,Sales,Office,6.0,3.0,15.0,6.0,Mid,201.0,1.0,6.0,15500.0
964,41.0,Female,Legal,Office,25.0,4.0,18.0,25.0,Senior,178.0,3.0,7.0,29700.0
965,63.0,Male,Sales,Office,20.0,3.0,16.0,20.0,Manager,213.0,2.0,7.0,37200.0
966,37.0,Female,Legal,Office,2.0,5.0,18.0,5.0,Mid,172.0,2.0,6.0,16700.0
967,42.0,Male,HR,Hybrid,11.0,1.0,15.0,11.0,Senior,155.0,5.0,7.0,20500.0
968,38.0,Male,HR,Hybrid,12.0,5.0,17.0,15.0,Senior,158.0,4.0,9.0,23800.0
969,30.0,Male,HR,Hybrid,9.0,5.0,16.0,9.0,Mid,149.0,4.0,10.0,14800.0
970,39.0,Female,Legal,Office,0.0,5.0,18.0,12.0,Senior,170.0,5.0,10.0,34200.0
971,36.0,Female,R&D,Remote,3.0,0.0,16.0,10.0,Mid,165.0,5.0,8.0,22000.0
972,34.0,Female,Support,Office,4.0,3.0,,11.0,Mid,171.0,3.0,6.0,11400.0
973,33.0,Male,HR,Office,8.0,7.0,,9.0,Mid,173.0,2.0,8.0,14900.0
974,34.0,Male,Support,Hybrid,5.0,2.0,15.0,6.0,Mid,179.0,3.0,7.0,12200.0
975,36.0,Female,Sales,Remote,10.0,0.0,15.0,11.0,Senior,159.0,5.0,10.0,28200.0
976,,Female,R&D,Office,9.0,4.0,17.0,14.0,Senior,170.0,4.0,7.0,32100.0
977,32.0,Male,Sales,Hybrid,4.0,0.0,12.0,12.0,Mid,187.0,3.0,8.0,16400.0
978,38.0,Male,Support,Remote,5.0,4.0,14.0,12.0,Mid,154.0,5.0,9.0,13000.0
979,,Female,Finance,Hybrid,2.0,0.0,16.0,18.0,Manager,184.0,5.0,10.0,48500.0
980,43.0,Female,Legal,Office,11.0,1.0,18.0,20.0,Senior,157.0,,9.0,32000.0
981,45.0,Male,Finance,Remote,7.0,6.0,17.0,14.0,Senior,168.0,5.0,9.0,33200.0
982,25.0,Male,HR,Hybrid,2.0,5.0,16.0,2.0,Junior,171.0,2.0,8.0,8500.0
983,33.0,Female,Finance,Hybrid,10.0,6.0,18.0,10.0,Mid,185.0,4.0,8.0,20100.0
984,,Female,Sales,Hybrid,1.0,4.0,15.0,1.0,Junior,208.0,1.0,7.0,9600.0
985,47.0,Male,Legal,Remote,4.0,4.0,20.0,14.0,Senior,171.0,5.0,9.0,32100.0
986,30.0,Male,Finance,Hybrid,9.0,3.0,16.0,9.0,Mid,184.0,2.0,7.0,18600.0
987,35.0,Female,Marketing,Office,6.0,0.0,16.0,10.0,Senior,171.0,,10.0,25900.0
988,43.0,Male,R&D,Hybrid,9.0,4.0,18.0,19.0,,185.0,3.0,6.0,30800.0
989,37.0,Male,Support,Office,8.0,4.0,15.0,11.0,Mid,185.0,1.0,6.0,11800.0
990,55.0,Male,Legal,Office,18.0,0.0,17.0,18.0,Manager,199.0,2.0,8.0,43000.0
991,32.0,Male,HR,Hybrid,3.0,0.0,16.0,6.0,Mid,190.0,3.0,8.0,13000.0
992,30.0,Female,Sales,Office,2.0,2.0,13.0,3.0,Junior,174.0,4.0,8.0,9800.0
993,46.0,Male,R&D,Hybrid,2.0,3.0,16.0,12.0,Senior,169.0,4.0,9.0,34000.0
994,35.0,Female,HR,Remote,16.0,4.0,15.0,16.0,Senior,197.0,4.0,7.0,20300.0
995,34.0,Male,Sales,Hybrid,8.0,0.0,15.0,8.0,Mid,193.0,4.0,10.0,18900.0
996,44.0,Male,Finance,Remote,9.0,4.0,16.0,15.0,Senior,173.0,5.0,10.0,34100.0
997,30.0,Male,Legal,Office,0.0,2.0,18.0,2.0,Junior,171.0,3.0,9.0,
998,40.0,Female,Support,Remote,0.0,2.0,13.0,6.0,,162.0,4.0,6.0,11600.0
999,43.0,Female,Legal,Remote,12.0,7.0,18.0,21.0,Senior,180.0,4.0,9.0,33000.0
